county,time,date,cases,est_cases,est_omicron_cases,est_other_cases,tests,est_tests,est_omicron_tests,est_other_tests,hospitalizations,deaths,est_deaths,icu,cum_deaths,cum_est_deaths,prev_cum_deaths,prev_cum_est_deaths
Colusa,46,2022-10-31,11,11,11,0,95,96,95,1,0,0,0,0,22,22,22,22
Contra Costa,46,2022-10-31,747,747,747,0,13901,13931,13930,1,37,6,6,7,1482,1482,1476,1476
Del Norte,46,2022-10-31,16,16,16,0,357,358,357,1,1,0,0,0,55,55,55,55
El Dorado,46,2022-10-31,100,100,100,0,1406,1409,1408,1,2,0,0,0,233,233,233,233
Fresno,46,2022-10-31,427,427,427,0,10499,10523,10522,1,57,4,4,8,2891,2891,2887,2887
Glenn,46,2022-10-31,16,16,16,0,156,157,156,1,1,0,0,0,53,53,53,53
Humboldt,46,2022-10-31,44,44,44,0,1021,1022,1021,1,6,0,0,2,162,162,162,162
Imperial,46,2022-10-31,126,126,126,0,2785,2791,2790,1,7,0,0,0,963,963,963,963
Inyo,46,2022-10-31,7,7,7,0,242,243,242,1,0,0,0,0,60,60,60,60
Kern,46,2022-10-31,341,341,341,0,9872,9896,9895,1,20,2,2,2,2436,2436,2434,2434
Kings,46,2022-10-31,118,118,118,0,2461,2467,2466,1,3,0,0,1,466,466,466,466
Lake,46,2022-10-31,30,30,30,0,752,753,752,1,1,0,0,1,150,150,150,150
Lassen,46,2022-10-31,19,19,19,0,522,523,522,1,1,0,0,0,63,63,63,63
Los Angeles,46,2022-10-31,6229,6242,6242,0,192566,192986,192984,2,344,37,37,44,33837,33837,33800,33800
Madera,46,2022-10-31,54,54,54,0,1433,1435,1434,1,3,0,0,2,375,375,375,375
Marin,46,2022-10-31,137,137,137,0,3509,3517,3516,1,10,1,1,1,317,317,316,316
Mariposa,46,2022-10-31,8,8,8,0,126,127,126,1,0,0,0,0,30,30,30,30
Mendocino,46,2022-10-31,23,23,23,0,709,710,709,1,1,0,0,2,136,136,136,136
Merced,46,2022-10-31,114,114,114,0,2139,2145,2144,1,5,1,1,0,875,875,874,874
Modoc,46,2022-10-31,1,1,1,0,13,14,13,1,0,0,0,0,9,9,9,9
Mono,46,2022-10-31,1,1,1,0,85,86,85,1,1,0,0,0,8,8,8,8
Monterey,46,2022-10-31,150,150,150,0,3693,3703,3702,1,18,2,2,0,774,774,772,772
Napa,46,2022-10-31,54,54,54,0,1505,1510,1509,1,2,0,0,0,159,159,159,159
Nevada,46,2022-10-31,38,38,38,0,775,776,775,1,6,0,0,0,136,136,136,136
Orange,46,2022-10-31,1189,1190,1190,0,27139,27198,27197,1,91,14,14,14,7615,7615,7601,7601
Placer,46,2022-10-31,151,151,151,0,2755,2762,2761,1,40,0,0,5,662,662,662,662
Plumas,46,2022-10-31,5,5,5,0,87,88,87,1,0,0,0,0,13,13,13,13
Riverside,46,2022-10-31,1050,1050,1050,0,19558,19600,19599,1,64,5,5,5,6658,6658,6653,6653
Sacramento,46,2022-10-31,754,754,754,0,14139,14168,14167,1,80,8,8,16,3381,3381,3373,3373
San Benito,46,2022-10-31,33,33,33,0,745,746,745,1,1,0,0,1,102,102,102,102
San Bernardino,46,2022-10-31,1048,1048,1048,0,22481,22531,22530,1,64,2,2,11,8103,8103,8101,8101
San Diego,46,2022-10-31,1772,1777,1777,0,42849,42943,42942,1,109,5,5,13,5601,5601,5596,5596
San Francisco,46,2022-10-31,620,620,620,0,14642,14673,14672,1,45,3,3,3,1077,1077,1074,1074
San Joaquin,46,2022-10-31,332,332,332,0,8598,8618,8617,1,21,6,6,3,2352,2352,2346,2346
San Luis Obispo,46,2022-10-31,81,81,81,0,2013,2019,2018,1,1,1,1,0,530,530,529,529
San Mateo,46,2022-10-31,521,521,521,0,11581,11607,11606,1,30,0,0,2,738,738,738,738
Santa Barbara,46,2022-10-31,181,181,181,0,6036,6050,6049,1,20,1,1,6,735,735,734,734
Santa Clara,46,2022-10-31,1288,1289,1289,0,30978,31047,31046,1,85,3,3,16,2553,2553,2550,2550
Santa Cruz,46,2022-10-31,188,188,188,0,9957,9979,9978,1,7,0,0,0,275,275,275,275
Shasta,46,2022-10-31,66,66,66,0,830,831,830,1,6,2,2,1,593,593,591,591
Siskiyou,46,2022-10-31,17,17,17,0,216,217,216,1,1,1,1,0,95,95,94,94
Solano,46,2022-10-31,311,311,311,0,5255,5269,5268,1,16,0,0,4,460,460,460,460
Sonoma,46,2022-10-31,205,205,205,0,5598,5611,5610,1,24,0,0,3,529,529,529,529
Stanislaus,46,2022-10-31,235,235,235,0,4830,4842,4841,1,49,1,1,8,1796,1796,1795,1795
Sutter,46,2022-10-31,55,55,55,0,902,903,902,1,0,0,0,0,232,232,232,232
Tehama,46,2022-10-31,26,26,26,0,395,396,395,1,1,0,0,0,216,216,216,216
Trinity,46,2022-10-31,18,18,18,0,73,74,73,1,5,0,0,0,21,21,21,21
Tulare,46,2022-10-31,153,153,153,0,3677,3685,3684,1,12,0,0,0,1550,1550,1550,1550
Tuolumne,46,2022-10-31,27,27,27,0,518,519,518,1,3,0,0,0,202,202,202,202
Ventura,46,2022-10-31,378,378,378,0,9550,9572,9571,1,24,2,2,2,1606,1606,1604,1604
Yolo,46,2022-10-31,83,83,83,0,1834,1839,1838,1,3,0,0,1,406,406,406,406
Yuba,46,2022-10-31,46,46,46,0,776,777,776,1,3,0,0,0,122,122,122,122
Alameda,47,2022-11-07,1333,1335,1335,0,24522,24578,24577,1,58,8,8,11,2079,2079,2071,2071
Amador,47,2022-11-07,32,32,32,0,685,687,686,1,3,0,0,0,94,94,94,94
Butte,47,2022-11-07,118,118,118,0,1370,1375,1374,1,11,0,0,2,467,467,467,467
Calaveras,47,2022-11-07,16,16,16,0,334,335,334,1,0,0,0,0,135,135,135,135
Colusa,47,2022-11-07,2,2,2,0,102,103,102,1,0,0,0,0,22,22,22,22
Contra Costa,47,2022-11-07,881,881,881,0,15675,15711,15710,1,43,3,3,4,1485,1485,1482,1482
Del Norte,47,2022-11-07,10,10,10,0,400,401,400,1,0,0,0,0,55,55,55,55
El Dorado,47,2022-11-07,108,108,108,0,1598,1604,1603,1,7,2,2,0,235,235,233,233
Fresno,47,2022-11-07,599,599,599,0,10694,10719,10718,1,61,3,3,9,2894,2894,2891,2891
Glenn,47,2022-11-07,29,29,29,0,131,132,131,1,0,0,0,0,53,53,53,53
Humboldt,47,2022-11-07,85,85,85,0,1025,1026,1025,1,9,0,0,2,162,162,162,162
Imperial,47,2022-11-07,210,210,210,0,3708,3718,3717,1,7,0,0,0,963,963,963,963
Inyo,47,2022-11-07,19,19,19,0,267,268,267,1,0,0,0,0,60,60,60,60
Kern,47,2022-11-07,478,478,478,0,10745,10770,10769,1,29,1,1,5,2437,2437,2436,2436
Kings,47,2022-11-07,148,148,148,0,2457,2463,2462,1,7,1,1,0,467,467,466,466
Lake,47,2022-11-07,51,51,51,0,795,796,795,1,3,0,0,1,150,150,150,150
Lassen,47,2022-11-07,10,10,10,0,451,452,451,1,0,0,0,0,63,63,63,63
Los Angeles,47,2022-11-07,8104,8124,8124,0,192282,192722,192720,2,387,55,55,53,33892,33892,33837,33837
Madera,47,2022-11-07,78,78,78,0,1612,1617,1616,1,3,0,0,4,375,375,375,375
Marin,47,2022-11-07,152,152,152,0,3369,3377,3376,1,9,0,0,0,317,317,317,317
Mariposa,47,2022-11-07,14,14,14,0,121,122,121,1,0,0,0,0,30,30,30,30
Mendocino,47,2022-11-07,37,37,37,0,819,820,819,1,4,1,1,0,137,137,136,136
Merced,47,2022-11-07,142,142,142,0,2592,2598,2597,1,9,4,4,0,879,879,875,875
Modoc,47,2022-11-07,2,2,2,0,6,7,6,1,0,0,0,0,9,9,9,9
Mono,47,2022-11-07,3,3,3,0,96,97,96,1,0,0,0,0,8,8,8,8
Monterey,47,2022-11-07,219,219,219,0,3932,3943,3942,1,18,1,1,0,775,775,774,774
Napa,47,2022-11-07,77,77,77,0,1757,1763,1762,1,6,0,0,0,159,159,159,159
Nevada,47,2022-11-07,60,60,60,0,744,745,744,1,3,0,0,1,136,136,136,136
Orange,47,2022-11-07,1286,1287,1287,0,28967,29033,29032,1,94,11,11,20,7626,7626,7615,7615
Placer,47,2022-11-07,231,231,231,0,3353,3362,3361,1,53,2,2,7,664,664,662,662
Plumas,47,2022-11-07,5,5,5,0,69,70,69,1,0,0,0,0,13,13,13,13
Riverside,47,2022-11-07,1508,1511,1511,0,21686,21735,21734,1,71,2,2,5,6660,6660,6658,6658
Sacramento,47,2022-11-07,1121,1122,1122,0,16054,16092,16091,1,90,7,7,9,3388,3388,3381,3381
San Benito,47,2022-11-07,43,43,43,0,924,925,924,1,1,0,0,0,102,102,102,102
San Bernardino,47,2022-11-07,1463,1465,1465,0,24051,24106,24105,1,76,2,2,17,8105,8105,8103,8103
San Diego,47,2022-11-07,2156,2161,2161,0,45659,45763,45762,1,117,8,8,24,5609,5609,5601,5601
San Francisco,47,2022-11-07,716,716,716,0,14906,14941,14940,1,42,2,2,8,1079,1079,1077,1077
San Joaquin,47,2022-11-07,482,482,482,0,8813,8834,8833,1,24,2,2,3,2354,2354,2352,2352
San Luis Obispo,47,2022-11-07,131,131,131,0,2272,2278,2277,1,4,0,0,2,530,530,530,530
San Mateo,47,2022-11-07,582,582,582,0,12353,12383,12382,1,27,0,0,3,738,738,738,738
Santa Barbara,47,2022-11-07,225,225,225,0,6672,6688,6687,1,18,1,1,2,736,736,735,735
Santa Clara,47,2022-11-07,1675,1679,1679,0,31524,31598,31597,1,76,7,7,19,2560,2560,2553,2553
Santa Cruz,47,2022-11-07,282,282,282,0,11333,11360,11359,1,8,0,0,0,275,275,275,275
Shasta,47,2022-11-07,98,98,98,0,1058,1060,1059,1,11,1,1,3,594,594,593,593
Siskiyou,47,2022-11-07,15,15,15,0,295,296,295,1,1,0,0,0,95,95,95,95
Solano,47,2022-11-07,384,384,384,0,5513,5527,5526,1,22,2,2,3,462,462,460,460
Sonoma,47,2022-11-07,251,251,251,0,5933,5947,5946,1,11,2,2,2,531,531,529,529
Stanislaus,47,2022-11-07,300,300,300,0,4931,4944,4943,1,42,2,2,9,1798,1798,1796,1796
Sutter,47,2022-11-07,86,86,86,0,958,959,958,1,0,0,0,0,232,232,232,232
Tehama,47,2022-11-07,47,47,47,0,472,473,472,1,2,0,0,0,216,216,216,216
Trinity,47,2022-11-07,2,2,2,0,34,35,34,1,0,0,0,0,21,21,21,21
Tulare,47,2022-11-07,160,160,160,0,4365,4375,4374,1,14,0,0,0,1550,1550,1550,1550
Tuolumne,47,2022-11-07,83,83,83,0,682,683,682,1,2,0,0,0,202,202,202,202
Ventura,47,2022-11-07,448,448,448,0,10372,10397,10396,1,36,2,2,1,1608,1608,1606,1606
Yolo,47,2022-11-07,173,173,173,0,2238,2244,2243,1,3,2,2,0,408,408,406,406
Yuba,47,2022-11-07,47,47,47,0,902,903,902,1,3,0,0,2,122,122,122,122
Alameda,48,2022-11-14,1507,1511,1511,0,24311,24369,24368,1,77,3,3,9,2082,2082,2079,2079
Amador,48,2022-11-14,20,20,20,0,656,657,656,1,2,0,0,0,94,94,94,94
Butte,48,2022-11-14,120,120,120,0,1380,1384,1383,1,20,0,0,1,467,467,467,467
Calaveras,48,2022-11-14,30,30,30,0,341,342,341,1,0,0,0,0,135,135,135,135
Colusa,48,2022-11-14,11,11,11,0,100,101,100,1,1,0,0,0,22,22,22,22
Contra Costa,48,2022-11-14,968,968,968,0,15961,16000,15999,1,56,1,1,5,1486,1486,1485,1485
Del Norte,48,2022-11-14,20,20,20,0,429,430,429,1,1,0,0,0,55,55,55,55
El Dorado,48,2022-11-14,143,143,143,0,1591,1597,1596,1,7,0,0,1,235,235,235,235
Fresno,48,2022-11-14,772,772,772,0,11251,11278,11277,1,72,8,8,13,2902,2902,2894,2894
Glenn,48,2022-11-14,20,20,20,0,160,161,160,1,0,0,0,0,53,53,53,53
Humboldt,48,2022-11-14,84,84,84,0,1105,1107,1106,1,6,0,0,0,162,162,162,162
Imperial,48,2022-11-14,251,251,251,0,3221,3230,3229,1,4,0,0,1,963,963,963,963
Inyo,48,2022-11-14,11,11,11,0,543,544,543,1,0,0,0,0,60,60,60,60
Kern,48,2022-11-14,470,470,470,0,10701,10727,10726,1,26,1,1,6,2438,2438,2437,2437
Kings,48,2022-11-14,201,201,201,0,2624,2630,2629,1,6,2,2,0,469,469,467,467
Lake,48,2022-11-14,54,54,54,0,803,805,804,1,2,0,0,1,150,150,150,150
Lassen,48,2022-11-14,35,35,35,0,544,545,544,1,0,1,1,0,64,64,63,63
Los Angeles,48,2022-11-14,9412,9434,9434,0,197234,197710,197708,2,477,49,49,75,33941,33941,33892,33892
Madera,48,2022-11-14,95,95,95,0,1713,1718,1717,1,4,0,0,3,375,375,375,375
Marin,48,2022-11-14,175,175,175,0,3569,3579,3578,1,8,0,0,2,317,317,317,317
